;0;tier;1;2;3;4;genre
0;caribbean_influenced;1;caribbean_influenced;caribbean_influenced;caribbean_influenced;caribbean_influenced;baithak gana
1;caribbean_influenced;1;caribbean_influenced;caribbean_influenced;caribbean_influenced;caribbean_influenced;dancehall music
2;caribbean_influenced;1;caribbean_influenced;caribbean_influenced;caribbean_influenced;caribbean_influenced;bouyon
3;caribbean_influenced;1;caribbean_influenced;caribbean_influenced;caribbean_influenced;caribbean_influenced;cadence-lypso
4;caribbean_influenced;1;caribbean_influenced;caribbean_influenced;caribbean_influenced;caribbean_influenced;calypso
5;caribbean_influenced;1;caribbean_influenced;caribbean_influenced;caribbean_influenced;caribbean_influenced;cha-cha-chá
6;caribbean_influenced;1;caribbean_influenced;caribbean_influenced;caribbean_influenced;caribbean_influenced;chutney
7;caribbean_influenced;1;caribbean_influenced;caribbean_influenced;caribbean_influenced;caribbean_influenced;chutney soca
8;caribbean_influenced;1;caribbean_influenced;caribbean_influenced;caribbean_influenced;caribbean_influenced;compas
9;caribbean_influenced;1;caribbean_influenced;caribbean_influenced;caribbean_influenced;caribbean_influenced;mambo
10;caribbean_influenced;1;caribbean_influenced;caribbean_influenced;caribbean_influenced;caribbean_influenced;merengue
11;caribbean_influenced;1;caribbean_influenced;caribbean_influenced;caribbean_influenced;caribbean_influenced;méringue
12;caribbean_influenced;1;caribbean_influenced;caribbean_influenced;caribbean_influenced;caribbean_influenced;mozambique
13;caribbean_influenced;1;caribbean_influenced;caribbean_influenced;caribbean_influenced;caribbean_influenced;punta
14;caribbean_influenced;1;caribbean_influenced;caribbean_influenced;caribbean_influenced;caribbean_influenced;punta rock
15;caribbean_influenced;1;caribbean_influenced;caribbean_influenced;caribbean_influenced;caribbean_influenced;rasin
16;caribbean_influenced;1;reggae;reggae;reggae;reggae;reggae
17;caribbean_influenced;2;reggae;reggae;reggae;reggae;dancehall
18;caribbean_influenced;2;reggae;reggae;reggae;reggae;dub
19;caribbean_influenced;2;reggae;reggae;reggae;reggae;lovers rock
20;caribbean_influenced;2;reggae;reggae;reggae;reggae;ragga
21;caribbean_influenced;2;reggae;reggae;reggae;reggae;ragga jungle
22;caribbean_influenced;2;reggae;reggae;reggae;reggae;reggae fusion
23;caribbean_influenced;2;reggae;reggae;reggae;reggae;reggaeton
24;caribbean_influenced;1;caribbean_influenced;caribbean_influenced;caribbean_influenced;caribbean_influenced;rocksteady
25;caribbean_influenced;1;caribbean_influenced;caribbean_influenced;caribbean_influenced;caribbean_influenced;rhumba
26;caribbean_influenced;1;caribbean_influenced;caribbean_influenced;caribbean_influenced;caribbean_influenced;rumba
27;caribbean_influenced;1;ska;ska;ska;ska;ska
28;caribbean_influenced;2;ska;ska;ska;ska;2 tone
29;caribbean_influenced;2;ska;ska;ska;ska;ska punk
30;caribbean_influenced;1;caribbean_influenced;caribbean_influenced;caribbean_influenced;caribbean_influenced;salsa
31;caribbean_influenced;1;caribbean_influenced;caribbean_influenced;caribbean_influenced;caribbean_influenced;son cubano
32;caribbean_influenced;1;caribbean_influenced;caribbean_influenced;caribbean_influenced;caribbean_influenced;songo
33;caribbean_influenced;1;caribbean_influenced;caribbean_influenced;caribbean_influenced;caribbean_influenced;soca
34;caribbean_influenced;1;caribbean_influenced;caribbean_influenced;caribbean_influenced;caribbean_influenced;timba
35;caribbean_influenced;1;caribbean_influenced;caribbean_influenced;caribbean_influenced;caribbean_influenced;twoubadou
36;caribbean_influenced;1;caribbean_influenced;caribbean_influenced;caribbean_influenced;caribbean_influenced;zouk
